original,optimized,label
"Add magazines to the cargo space of vehicles, which can be taken out by infantry units. Once the magazine cargo space is filled up, any further addMagazineCargo commands are ignored.
","Add magazines to the cargo space of vehicles, which can be taken out by infantry units. Once the magazine cargo space is filled up, any further addMagazineCargo commands are ignored.",0
"A collection of the world's largest companies are now turning to ""bots"" for their customer service. The journey is upon us.
","A collection of the world's largest companies are now turning to ""bots"" for their customer service. The journey is upon us.",0
"All of these resources are available in our office, some for a fee. We accept cash, checks and credit cards.
","All of these resources are available in our office, some for a fee. We accept cash, checks and credit cards.",0
"Registration for THRIVE - The motion of money. A 5Rhythms Workshop with Evangelos. Thursday-Saturday May 10-12, 2018. Dubai, UAE. Book now!
","Registration for THRIVE - The motion of money. A 5Rhythms Workshop with Evangelos. Thursday-Saturday May 10-12, 2018. Dubai, UAE. Book now!",0
"Revealing mistake: When Flash says ""I've got a plan and it's as hot as my pants"", his moustache is seen falling off.
","Revealing mistake: When Flash says ""I've got a plan and it's as hot as my pants"", his moustache is seen falling off.",0
"Safe drugstore To Buy Cheapest Advair Diskus Generic. Generic Advair Diskus (Fluticasone and Salmeterol ) is a steroid. It prevents the release of substances in the body that cause inflammation.
",Safe drugstore To Buy Cheapest Advair Diskus Generic. Generic Advair Diskus (Fluticasone and Salmeterol ) is a steroid. It prevents the release of substances in the body that cause inflammation.,0
"Registration is open for Family Tours, Shadowing, and Open Houses for the 2019-20 year. You can sign up to visit us here.
","Registration is open for Family Tours, Shadowing, and Open Houses for the 2019-20 year. You can sign up to visit us here.",0
"Robert, if you go to Edit/Preferences/Program/Setup you can opt for either Calendar Year or Financial Year, which can be set to start any month.
","Robert, if you go to Edit/Preferences/Program/Setup you can opt for either Calendar Year or Financial Year, which can be set to start any month.",0
"PIPA is a stunning young domesticated cat who was found abandoned on the streets by a lady who feeds feral cats.
",PIPA is a stunning young domesticated cat who was found abandoned on the streets by a lady who feeds feral cats.,0
"The main script is /usr/bin/yum-check . The script that runs the cronjob is /etc/cron.daily/yum.cron . The two scripts pull options from the file /etc/sysconfig/yum-check .
",The main script is /usr/bin/yum-check . The script that runs the cronjob is /etc/cron.daily/yum.cron . The two scripts pull options from the file /etc/sysconfig/yum-check .,0
"Looking for Wireless Access Points, Find & Buy the best Fit Computers & Accessories Digital Media Devices at SourcingMap.com. More options than any other site. Shop Now! Free Delivery.
","Looking for Wireless Access Points, Find & Buy the best Fit Computers & Accessories Digital Media Devices at SourcingMap.com. More options than any other site. Shop Now! Free Delivery.",0
"PS, Love the Apothecary Accent dies? They are one of this week’s great weekly deals! Available until Tuesday 2nd September 2015.
","PS, Love the Apothecary Accent dies? They are one of this week’s weekly deals! Available until Tuesday 2nd September 2015.",0
"I was searching for a Property and found this listing (MLS® #835159). Please send me more information regarding 00 Akee Drive, Barefoot Bay, FL, 32976. Thank you!
","I was searching for a Property and found this listing (MLS® #835159). Please send me more information regarding 00 Akee Drive, Barefoot Bay, FL, 32976. Thank you!",0
"OpenTable is currently only approving new affiliate partners on a case-by-case basis. Please complete the form below. If approved, we'll get back to you as soon as possible.
","OpenTable is currently only approving new affiliate partners on a case-by-case basis. Please complete the form below. If approved, we'll get back to you as soon as possible.",0
"Did this answer your question? De Charro Trajes De Trajes Oficios Youtube Thanks for the feedback There was a problem submitting your feedback. Please try again later.
",Did this answer your question? De Charro Trajes De Trajes Oficios Youtube Thanks for the feedback There was a problem submitting your feedback. Please try again later.,0
"Origami is our first eurorack module. This is a skiff-friendly Wavefolder based on the circuit found in the 1973 Buchla Easel but re-imagined for the eurorack standard.
",Origami is our first eurorack module. This is a skiff-friendly Wavefolder based on the circuit found in the 1973 Buchla Easel but re-imagined for the eurorack standard.,0
"While pretty low on the nutritional scale, dill is loaded with health beneficial flavonoids, and monoterpenes. They act as antioxidants and trap free radicals in our bodies.
","While pretty low on the nutritional scale, dill is loaded with health beneficial flavonoids, and monoterpenes. They act as antioxidants and trap free radicals in our bodies.",0
"I was searching for a Property and found this listing (MLS® #2120785). Please send me more information regarding 9726 Donahoo Road, Kansas City, Kansas, 66109. Thank you!
","I was searching for a Property and found this listing (MLS® #2120785). Please send me more information regarding 9726 Donahoo Road, Kansas City, Kansas, 66109. Thank you!",0
"Restaurants are listed alphabetically. The Esko, MN page has the latest reviews and popular restaurants in the area. Or use the search above to find exactly what you're looking for.
","Restaurants are listed alphabetically. The Esko, MN page has the latest reviews and popular restaurants in the area. Or use the search above to find exactly what you're looking for.",0
"Feel free to download, view or print our product information, brochures and software free of charge. Please note that only the information provided here is always up-to-date.
","Feel free to download, view or print our product information, brochures and software free of charge. Please note that only the information provided here is always up-to-date.",0
"The vintage-inspired vest sports five faux tortoiseshell buttons and notched lapel. The self back has an adjuster belt for the perfect fit.
",The vintage-inspired vest sports five faux tortoiseshell buttons and notched lapel. The self back has an adjuster belt for the perfect fit.,0
